title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format
Blindsided (Harris Brothers World #2),AMY DAWS,https://www.goodreads.com/book/show/52602989-blindsided,4.12,"                25,186",2019,430,322,Romance,BLINDSIDED,Harris Brothers World #2
Firekeeper's Daughter (Hardcover),ANGELINE BOULLEY,https://www.goodreads.com/book/show/52346471-firekeeper-s-daughter,4.38,"                72,019",2021,431,496,Young Adult,FIREKEEPER'S DAUGHTER,Hardcover
Still Beating (Kindle Edition),JENNIFER HARTMANN,https://www.goodreads.com/book/show/55882116-still-beating,4.35,"                20,250",2020,432,366,Romance,STILL BEATING,Kindle Edition
"The Jasmine Throne (Burning Kingdoms, #1)",TASHA SURI,https://www.goodreads.com/book/show/50523477-the-jasmine-throne,4.21,"                10,338",2021,433,533,Fantasy,THE JASMINE THRONE,"Burning Kingdoms, #1"
"Gleam (The Plated Prisoner, #3)",RAVEN KENNEDY,https://www.goodreads.com/book/show/57214537-gleam,4.51,"                38,822",2021,434,613,Fantasy,GLEAM,"The Plated Prisoner, #3"
"Beautifully Cruel (Beautifully Cruel, #1)",JT GEISSINGER,https://www.goodreads.com/book/show/48662527-beautifully-cruel,4.18,"                28,050",2020,435,310,Romance,BEAUTIFULLY CRUEL,"Beautifully Cruel, #1"
"Voyeur (Voyeur, #1)",FIONA COLE,https://www.goodreads.com/book/show/38896122-voyeur,3.73,"                19,090",2018,436,312,Romance,VOYEUR,"Voyeur, #1"
Norwegian Wood (Paperback),HARUKI MURAKAMI,https://www.goodreads.com/book/show/11297.Norwegian_Wood,4.03,"                465,638",1987,437,296,Fiction,NORWEGIAN WOOD,Paperback
"Kingdom of Exiles (The Beast Charmer, #1)",MAXYM M MARTINEAU,https://www.goodreads.com/book/show/42366222-kingdom-of-exiles,3.97,"                4,161",2019,438,438,Fantasy,KINGDOM OF EXILES,"The Beast Charmer, #1"
Dune (Hardcover),FRANK HERBERT,https://www.goodreads.com/book/show/44767458-dune,4.25,"                1,080,559",1965,439,658,Science Fiction,DUNE,Hardcover
Starry Eyes (Hardcover),JENN BENNETT,https://www.goodreads.com/book/show/35297469-starry-eyes,4.02,"                24,648",2018,440,421,Romance,STARRY EYES,Hardcover
"The Heir (The Selection, #4)",KIERA CASS,https://www.goodreads.com/book/show/22918050-the-heir,3.68,"                287,410",2015,441,342,Young Adult,THE HEIR,"The Selection, #4"
"Shadow of the Fox (Shadow of the Fox, #1)",JULIE KAGAWA,https://www.goodreads.com/book/show/36672988-shadow-of-the-fox,4.01,"                17,148",2018,442,454,Fantasy,SHADOW OF THE FOX,"Shadow of the Fox, #1"
Priceless (Kindle Edition),MIRANDA SILVER,https://www.goodreads.com/book/show/50291659-priceless,3.88,"                10,472",2020,443,338,Romance,PRICELESS,Kindle Edition
"The Heir (Kingmakers, #1)",SOPHIE LARK,https://www.goodreads.com/book/show/57633823-the-heir,4.02,"                13,191",2021,444,532,Romance,THE HEIR,"Kingmakers, #1"
"Vow of Deception (Deception Trilogy, #1)",RINA KENT,https://www.goodreads.com/book/show/56897024-vow-of-deception,4.05,"                16,193",2021,445,298,Romance,VOW OF DECEPTION,"Deception Trilogy, #1"
The Savage and the Swan (Paperback),ELLA FIELDS,https://www.goodreads.com/book/show/57366810-the-savage-and-the-swan,3.81,"                10,284",2021,446,348,Fantasy,THE SAVAGE AND THE SWAN,Paperback
"A Dowry of Blood (A Dowry of Blood, #1)",ST GIBSON,https://www.goodreads.com/book/show/56666839-a-dowry-of-blood,4.2,"                12,172",2021,447,248,Fantasy,A DOWRY OF BLOOD,"A Dowry of Blood, #1"
"The Legacy (Off-Campus, #5)",ELLE KENNEDY,https://www.goodreads.com/book/show/58953656-the-legacy,3.74,"                38,935",2021,448,348,Romance,THE LEGACY,"Off-Campus, #5"
"Lords of Pain (The Royals of Forsyth University, #1)",ANGEL LAWSON,https://www.goodreads.com/book/show/56986379-lords-of-pain,4.13,"                13,725",2021,449,411,Polyamorous,LORDS OF PAIN,"The Royals of Forsyth University, #1"
"The Finish Line (The Ravenhood, #3)",KATE STEWART,https://www.goodreads.com/book/show/56182388-the-finish-line,4.34,"                28,535",2021,450,450,Romance,THE FINISH LINE,"The Ravenhood, #3"
"The Way of Kings (The Stormlight Archive, #1)",BRANDON SANDERSON,https://www.goodreads.com/book/show/7235533-the-way-of-kings,4.64,"                382,509",2010,451,1007,Fantasy,THE WAY OF KINGS,"The Stormlight Archive, #1"
Lost in the Never Woods (Hardcover),AIDEN THOMAS,https://www.goodreads.com/book/show/39897752-lost-in-the-never-woods,3.71,"                9,416",2021,452,384,Fantasy,LOST IN THE NEVER WOODS,Hardcover
The Bell Jar (Paperback),SYLVIA PLATH,https://www.goodreads.com/book/show/6514.The_Bell_Jar,4.03,"                729,374",1963,453,294,Classics,THE BELL JAR,Paperback
"The Play (Briar U, #3)",ELLE KENNEDY,https://www.goodreads.com/book/show/43877254-the-play,4.08,"                52,013",2019,454,422,Romance,THE PLAY,"Briar U, #3"
Eleanor & Park (Hardcover),RAINBOW ROWELL,https://www.goodreads.com/book/show/15745753-eleanor-park,3.98,"                1,038,665",2012,455,328,Young Adult,ELEANOR & PARK,Hardcover
Flowers for Algernon (Paperback),DANIEL KEYES,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,4.17,"                563,486",1959,456,216,Fiction,FLOWERS FOR ALGERNON,Paperback
"The Foxhole Court (All for the Game, #1)",NORA SAKAVIC,https://www.goodreads.com/book/show/17259690-the-foxhole-court,4.03,"                55,844",2013,457,237,Contemporary,THE FOXHOLE COURT,"All for the Game, #1"
"Malice (The Faithful and the Fallen, #1)",JOHN GWYNNE,https://www.goodreads.com/book/show/15750692-malice,4.15,"                24,154",2012,458,672,Fantasy,MALICE,"The Faithful and the Fallen, #1"
"The Name of the Wind (The Kingkiller Chronicle, #1)",PATRICK ROTHFUSS,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,4.52,"                833,506",2007,459,662,Fantasy,THE NAME OF THE WIND,"The Kingkiller Chronicle, #1"
"The Rose & the Dagger (The Wrath and the Dawn, #2)",RENÉE AHDIEH,https://www.goodreads.com/book/show/23308084-the-rose-the-dagger,4.06,"                83,960",2016,460,416,Fantasy,THE ROSE & THE DAGGER,"The Wrath and the Dawn, #2"
"After (After, #1)",ANNA TODD,https://www.goodreads.com/book/show/22557520-after,3.71,"                243,804",2014,461,582,Romance,AFTER,"After, #1"
Uprooted (Hardcover),NAOMI NOVIK,https://www.goodreads.com/book/show/22544764-uprooted,4.05,"                204,784",2015,462,438,Fantasy,UPROOTED,Hardcover
"Ace of Shades (The Shadow Game, #1)",AMANDA FOODY,https://www.goodreads.com/book/show/30238163-ace-of-shades,3.87,"                15,808",2018,463,411,Fantasy,ACE OF SHADES,"The Shadow Game, #1"
"Red Rising (Red Rising Saga, #1)",PIERCE BROWN,https://www.goodreads.com/book/show/15839976-red-rising,4.25,"                302,039",2014,464,382,Science Fiction,RED RISING,"Red Rising Saga, #1"
"Darkfever (Fever, #1)",KAREN MARIE MONING,https://www.goodreads.com/book/show/112750.Darkfever,4.06,"                172,855",2006,465,309,Fantasy,DARKFEVER,"Fever, #1"
"Obsidian (Lux, #1)",JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/12578077-obsidian,4.15,"                264,231",2011,466,335,Young Adult,OBSIDIAN,"Lux, #1"
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",MICHELLE HODKIN,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,4.03,"                165,966",2011,467,456,Young Adult,THE UNBECOMING OF MARA DYER,"Mara Dyer, #1"
The North Wind (The Four Winds #1),ALEXANDRIA WARWICK,https://www.goodreads.com/book/show/57299301-the-north-wind,3.8,"                3,863",2022,468,551,Fantasy,THE NORTH WIND,The Four Winds #1
"Little Fire (Warriors of the Five Realms, #1)",HOLLEE MANDS,https://www.goodreads.com/book/show/57569448-little-fire,4.04,"                4,262",2021,469,484,Fantasy,LITTLE FIRE,"Warriors of the Five Realms, #1"
Chasing Love (Dark Love #1),KAT T MASEN,https://www.goodreads.com/book/show/54256265-chasing-love,3.65,"                8,318",2020,470,Non,Romance,CHASING LOVE,Dark Love #1
"Dear Love, I Hate You (Easton High, #1)",ELIAH GREENWOOD,https://www.goodreads.com/book/show/57299625-dear-love-i-hate-you,4.07,"                12,098",hed ,471,535,Romance,"DEAR LOVE, I HATE YOU","Easton High, #1"
The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery (Kindle Edition),BRIANNA WIEST,https://www.goodreads.com/book/show/53642699-the-mountain-is-you,4.24,"                6,295",2020,472,182,Self Help,THE MOUNTAIN IS YOU: TRANSFORMING SELF-SABOTAGE INTO SELF-MASTERY,Kindle Edition
Instructions for Dancing (Kindle Edition),NICOLA YOON,https://www.goodreads.com/book/show/55600878-instructions-for-dancing,4.03,"                33,019",2021,473,304,Romance,INSTRUCTIONS FOR DANCING,Kindle Edition
Second First Impressions (Hardcover),SALLY THORNE,https://www.goodreads.com/book/show/45553600-second-first-impressions,3.61,"                52,794",2021,474,352,Romance,SECOND FIRST IMPRESSIONS,Hardcover
The Beekeeper of Aleppo (Hardcover),CHRISTY LEFTERI,https://www.goodreads.com/book/show/43124137-the-beekeeper-of-aleppo,4.19,"                96,458",2019,475,317,Fiction,THE BEEKEEPER OF ALEPPO,Hardcover
Her Body and Other Parties: Stories (Paperback),CARMEN MARIA MACHADO,https://www.goodreads.com/book/show/33375622-her-body-and-other-parties,3.89,"                60,752",2017,476,248,Short Stories,HER BODY AND OTHER PARTIES: STORIES,Paperback
"Collided (Dirty Air, #2)",LAUREN ASHER,https://www.goodreads.com/book/show/50026069-collided,3.99,"                23,674",2020,477,560,Romance,COLLIDED,"Dirty Air, #2"
Five Feet Apart (ebook),RACHAEL LIPPINCOTT,https://www.goodreads.com/book/show/39939417-five-feet-apart,4.2,"                159,117",2018,478,288,Romance,FIVE FEET APART,ebook
How to Make Friends with the Dark (Hardcover),KATHLEEN GLASGOW,https://www.goodreads.com/book/show/40755416-how-to-make-friends-with-the-dark,4.12,"                11,537",2019,479,421,Contemporary,HOW TO MAKE FRIENDS WITH THE DARK,Hardcover
"The Stopover (The Miles High Club, #1)",TL SWAN,https://www.goodreads.com/book/show/45156972-the-stopover,4.12,"                66,431",2019,480,521,Romance,THE STOPOVER,"The Miles High Club, #1"
"Bad Habit (Bad Love, #1)",CHARLEIGH ROSE,https://www.goodreads.com/book/show/36604160-bad-habit,3.84,"                23,626",2017,481,348,Romance,BAD HABIT,"Bad Love, #1"
Gone Girl (Paperback),GILLIAN FLYNN,https://www.goodreads.com/book/show/19288043-gone-girl,4.11,"                2,682,339",2012,482,415,Fiction,GONE GIRL,Paperback
"A Game of Fate (Hades Saga, #1)",SCARLETT ST CLAIR,https://www.goodreads.com/book/show/54626426-a-game-of-fate,4.14,"                18,214",2020,483,379,Fantasy,A GAME OF FATE,"Hades Saga, #1"
"Graceling (Graceling Realm, #1)",KRISTIN CASHORE,https://www.goodreads.com/book/show/3236307-graceling,4.07,"                428,809",2008,484,471,Fantasy,GRACELING,"Graceling Realm, #1"
The Nightingale (Hardcover),KRISTIN HANNAH,https://www.goodreads.com/book/show/21853621-the-nightingale,4.59,"                951,225",2015,485,440,Historical,THE NIGHTINGALE,Hardcover
"The Hate U Give (The Hate U Give, #1)",ANGIE THOMAS,https://www.goodreads.com/book/show/32075671-the-hate-u-give,4.5,"                722,634",2017,486,454,Young Adult,THE HATE U GIVE,"The Hate U Give, #1"
"Illuminae (The Illuminae Files, #1)",AMIE KAUFMAN,https://www.goodreads.com/book/show/23395680-illuminae,4.25,"                139,552",2015,487,602,Science Fiction,ILLUMINAE,"The Illuminae Files, #1"
Foundryside (Kindle Edition),ROBERT JACKSON BENNETT,https://www.goodreads.com/book/show/37173847-foundryside,4.21,"                27,712",2018,488,501,Fantasy,FOUNDRYSIDE,Kindle Edition
Tell Me Three Things (Hardcover),JULIE BUXBAUM,https://www.goodreads.com/book/show/25893582-tell-me-three-things,4.06,"                67,133",2016,489,328,Young Adult,TELL ME THREE THINGS,Hardcover
"Onyx and Ivory (Rime Chronicles, #1)",MINDEE ARNETT,https://www.goodreads.com/book/show/34739766-onyx-and-ivory,3.85,"                12,506",2018,490,15,Fantasy,ONYX AND IVORY,"Rime Chronicles, #1"
"Lady Midnight (The Dark Artifices, #1)",CASSANDRA CLARE,https://www.goodreads.com/book/show/25494343-lady-midnight,4.37,"                205,290",2016,491,669,Fantasy,LADY MIDNIGHT,"The Dark Artifices, #1"
"Flame in the Mist (Flame in the Mist, #1)",RENÉE AHDIEH,https://www.goodreads.com/book/show/23308087-flame-in-the-mist,3.85,"                44,434",2017,492,392,Fantasy,FLAME IN THE MIST,"Flame in the Mist, #1"
Funny You Should Ask (Paperback),ELISSA SUSSMAN,https://www.goodreads.com/book/show/58065414-funny-you-should-ask,3.91,"                10,049",2022,493,352,Romance,FUNNY YOU SHOULD ASK,Paperback
Dating Dr. Dil (If Shakespeare was an Auntie #1),NISHA SHARMA,https://www.goodreads.com/book/show/57007401-dating-dr-dil,3.8,"                18,798",2022,494,364,Romance,DATING DR. DIL,If Shakespeare was an Auntie #1
Good Girl Complex (Paperback),ELLE KENNEDY,https://www.goodreads.com/book/show/57693481-good-girl-complex,3.58,"                20,034",2022,495,368,Romance,GOOD GIRL COMPLEX,Paperback
Every Last Secret (Kindle Edition),AR TORRE,https://www.goodreads.com/book/show/52347808-every-last-secret,4.03,"                58,371",2020,496,291,Thriller,EVERY LAST SECRET,Kindle Edition
"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",INDIA HOLTON,https://www.goodreads.com/book/show/55502861-the-wisteria-society-of-lady-scoundrels,3.74,"                11,215",2021,497,324,Romance,THE WISTERIA SOCIETY OF LADY SCOUNDRELS,"Dangerous Damsels, #1"
Sugar Daddies (Paperback),JADE WEST,https://www.goodreads.com/book/show/30816428-sugar-daddies,3.9,"                19,625",2016,498,442,Romance,SUGAR DADDIES,Paperback
"An Heir Comes to Rise (An Heir Comes to Rise, #1)",CC PEÑARANDA,https://www.goodreads.com/book/show/56030239-an-heir-comes-to-rise,3.9,"                2,740",hed ,499,382,Fantasy,AN HEIR COMES TO RISE,"An Heir Comes to Rise, #1"
"Pawn (Fae Games, #1)",KAREN LYNCH,https://www.goodreads.com/book/show/53062293-pawn,4.56,"                3,367",2020,500,289,Fantasy,PAWN,"Fae Games, #1"
The Alchemist (Paperback),PAULO COELHO,https://www.goodreads.com/book/show/18144590-the-alchemist,3.9,"                2,549,055",1988,501,175,Fiction,THE ALCHEMIST,Paperback
"Stay with Me (Stay with Me, #1)",NICOLE FIORINA,https://www.goodreads.com/book/show/46201805-stay-with-me,4.17,"                8,847",2019,502,359,Romance,STAY WITH ME,"Stay with Me, #1"
"Beautiful Bastard (Beautiful Bastard, #1)",CHRISTINA LAUREN,https://www.goodreads.com/book/show/16102004-beautiful-bastard,3.97,"                181,870",2013,503,271,Romance,BEAUTIFUL BASTARD,"Beautiful Bastard, #1"
The Problem with Forever (Hardcover),JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/26721568-the-problem-with-forever,4.0,"                49,857",2016,504,474,Romance,THE PROBLEM WITH FOREVER,Hardcover
Everything I Never Told You (Hardcover),CELESTE NG,https://www.goodreads.com/book/show/18693763-everything-i-never-told-you,3.86,"                445,114",2014,505,297,Contemporary,EVERYTHING I NEVER TOLD YOU,Hardcover
The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),GRADY HENDRIX,https://www.goodreads.com/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires,3.83,"                122,695",2020,506,410,Horror,THE SOUTHERN BOOK CLUB'S GUIDE TO SLAYING VAMPIRES,Kindle Edition
"The Crown (The Selection, #5)",KIERA CASS,https://www.goodreads.com/book/show/26074181-the-crown,3.66,"                212,184",2016,507,278,Young Adult,THE CROWN,"The Selection, #5"
"Champion (Legend, #3)",MARIE LU,https://www.goodreads.com/book/show/14290364-champion,4.33,"                196,350",2013,508,369,Science Fiction,CHAMPION,"Legend, #3"
"Black Sun (Between Earth and Sky, #1)",REBECCA ROANHORSE,https://www.goodreads.com/book/show/50892360-black-sun,4.22,"                28,020",2020,509,454,Fantasy,BLACK SUN,"Between Earth and Sky, #1"
"Spoiler Alert (Spoiler Alert, #1)",OLIVIA DADE,https://www.goodreads.com/book/show/50496918-spoiler-alert,3.73,"                30,412",2020,510,416,Romance,SPOILER ALERT,"Spoiler Alert, #1"
"The Midnight Lie (Forgotten Gods, #1)",MARIE RUTKOSKI,https://www.goodreads.com/book/show/34460349-the-midnight-lie,3.98,"                9,709",2020,511,358,Fantasy,THE MIDNIGHT LIE,"Forgotten Gods, #1"
"Archenemies (Renegades, #2)",MARISSA MEYER,https://www.goodreads.com/book/show/35425827-archenemies,4.29,"                61,175",2018,512,560,Fantasy,ARCHENEMIES,"Renegades, #2"
Before We Were Strangers (Paperback),RENEE CARLINO,https://www.goodreads.com/book/show/23309634-before-we-were-strangers,4.22,"                47,678",2015,513,320,Romance,BEFORE WE WERE STRANGERS,Paperback
Felix Ever After (Hardcover),KACEN CALLENDER,https://www.goodreads.com/book/show/51931067-felix-ever-after,4.34,"                41,944",2020,514,368,LGBT,FELIX EVER AFTER,Hardcover
Perfect on Paper (Hardcover),SOPHIE GONZALES,https://www.goodreads.com/book/show/49204960-perfect-on-paper,4.09,"                17,453",2021,515,304,Romance,PERFECT ON PAPER,Hardcover
"Juniper Hill (The Edens, #2)",DEVNEY PERRY,https://www.goodreads.com/book/show/59114267-juniper-hill,4.24,"                16,328",2022,516,326,Romance,JUNIPER HILL,"The Edens, #2"
"This Woven Kingdom (This Woven Kingdom, #1)",TAHEREH MAFI,https://www.goodreads.com/book/show/56554281-this-woven-kingdom,4.09,"                11,067",2022,517,512,Fantasy,THIS WOVEN KINGDOM,"This Woven Kingdom, #1"
By a Thread (Kindle Edition),LUCY SCORE,https://www.goodreads.com/book/show/48677178-by-a-thread,4.21,"                37,400",2020,518,582,Romance,BY A THREAD,Kindle Edition
Heavenly Bodies (Heavenly Bodies #1),IMANI ERRIU,https://www.goodreads.com/book/show/58650445-heavenly-bodies,4.18,"                1,502",2022,519,Non,Fantasy,HEAVENLY BODIES,Heavenly Bodies #1
"Blood Crown (Freedom's Harem, #1)",ELIZABETH BROWN,https://www.goodreads.com/book/show/57802062-blood-crown,3.15,"                1,856",hed ,520,Non,Fantasy,BLOOD CROWN,"Freedom's Harem, #1"
"Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante, #2)",BENJAMIN ALIRE SÁENZ,https://www.goodreads.com/book/show/56980548-aristotle-and-dante-dive-into-the-waters-of-the-world,4.16,"                39,415",2021,521,516,Young Adult,ARISTOTLE AND DANTE DIVE INTO THE WATERS OF THE WORLD,"Aristotle and Dante, #2"
