title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
"Famine (The Four Horsemen, #3)",LAURA THALASSA,https://www.goodreads.com/book/show/49480530-famine,4.22,"                20,617",2020,1148.0,472,Fantasy,FAMINE,"The Four Horsemen, #3",,,,,,,,,,
"The Viscount Who Loved Me (Bridgertons, #2)",JULIA QUINN,https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me,4.05,"                229,344",2000,1149.0,354,Romance,THE VISCOUNT WHO LOVED ME,"Bridgertons, #2",7.0,0.0,1.0,9780062424075,Avon,The second book in the Bridgerton series. Kate Sheffield gets in the way of Anthony Bridgerton's intent to marry.,https://storage.googleapis.com/du-prd/books/images/9780062424075.jpg,https://www.amazon.com/dp/0062353640?tag=NYTBSREV-20,2021-01-17,Combined Print & E-Book Fiction
"Powerless (Powerless, #1)",LAUREN ROBERTS,https://www.goodreads.com/book/show/58757722-powerless,4.95,"                2,768",hed ,1150.0,Non,Fantasy,POWERLESS,"Powerless, #1",,,,,,,,,,
Animal (Hardcover),LISA TADDEO,https://www.goodreads.com/book/show/55711559-animal,3.73,"                18,514",2021,1151.0,336,Fiction,ANIMAL,Hardcover,,,,,,,,,,
"The Assassin and the Underworld (Throne of Glass, #0.4)",SARAH J MAAS,https://www.goodreads.com/book/show/13546173-the-assassin-and-the-underworld,4.36,"                33,348",2012,1152.0,102,Fantasy,THE ASSASSIN AND THE UNDERWORLD,"Throne of Glass, #0.4",,,,,,,,,,
We Have Always Lived in the Castle (Paperback),SHIRLEY JACKSON,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,3.97,"                160,010",1962,1153.0,146,Horror,WE HAVE ALWAYS LIVED IN THE CASTLE,Paperback,,,,,,,,,,
Dynasty (Boys of Winter #1),SHERIDAN ANNE,https://www.goodreads.com/book/show/56430997-dynasty,4.2,"                6,514",2021,1154.0,326,Polyamorous,DYNASTY,Boys of Winter #1,,,,,,,,,,
"The Gilded Cage (The Prison Healer, #2)",LYNETTE NONI,https://www.goodreads.com/book/show/50882354-the-gilded-cage,4.41,"                8,027",2021,1155.0,448,Fantasy,THE GILDED CAGE,"The Prison Healer, #2",,,,,,,,,,
The Marrow Thieves (Paperback),CHERIE DIMALINE,https://www.goodreads.com/book/show/34649348-the-marrow-thieves,4.03,"                23,996",2017,1156.0,234,Young Adult,THE MARROW THIEVES,Paperback,,,,,,,,,,
Less (Kindle Edition),ANDREW SEAN GREER,https://www.goodreads.com/book/show/39927096-less,3.66,"                161,158",2017,1157.0,273,Fiction,LESS,Kindle Edition,12.0,0.0,1.0,9780316316132,Back Bay,"Winner of the 2018 Pulitzer Prize in fiction. To avoid an ex-boyfriend's wedding, a failed novelist attends literary events around the world.",https://storage.googleapis.com/du-prd/books/images/9780316316132.jpg,https://www.amazon.com/Less-Winner-Pulitzer-Prize-Novel/dp/031631613X?tag=NYTBSREV-20,2018-07-01,Combined Print & E-Book Fiction
The Fae King's Curse (Between Dawn and Dusk #1),JAMIE SCHLOSSER,https://www.goodreads.com/book/show/50231193-the-fae-king-s-curse,3.93,"                5,125",2020,1158.0,281,Fantasy,THE FAE KING'S CURSE,Between Dawn and Dusk #1,,,,,,,,,,
"Malice (Malice Mafia, #1)",CORALEE JUNE,https://www.goodreads.com/book/show/57102723-malice,4.09,"                5,712",hed ,1159.0,413,Polyamorous,MALICE,"Malice Mafia, #1",,,,,,,,,,
Code Name Verity (Paperback),ELIZABETH WEIN,https://www.goodreads.com/book/show/11925514-code-name-verity,4.02,"                108,482",2012,1160.0,452,Historical,CODE NAME VERITY,Paperback,1.0,0.0,5.0,9781423152880,"Little, Brown",,https://storage.googleapis.com/du-prd/books/images/9781423152880.jpg,http://www.amazon.com/Code-Name-Verity-Elizabeth-Wein/dp/1423152883?tag=NYTBSREV-20,2020-03-01,Young Adult Paperback Monthly
"Hero (The Morgan Brothers, #1)",LAUREN ROWE,https://www.goodreads.com/book/show/39107847-hero,4.08,"                7,696",2018,1161.0,412,Romance,HERO,"The Morgan Brothers, #1",,,,,,,,,,
"Devious Little Liars (Saint View High, #1)",ELLE THORPE,https://www.goodreads.com/book/show/53597452-devious-little-liars,4.12,"                5,152",2020,1162.0,227,Polyamorous,DEVIOUS LITTLE LIARS,"Saint View High, #1",,,,,,,,,,
The Argonauts (Hardcover),MAGGIE NELSON,https://www.goodreads.com/book/show/22929741-the-argonauts,4.02,"                39,708",2015,1163.0,160,Nonfiction,THE ARGONAUTS,Hardcover,,,,,,,,,,
Stardust (Paperback),NEIL GAIMAN,https://www.goodreads.com/book/show/16793.Stardust,4.09,"                404,473",1998,1164.0,248,Fantasy,STARDUST,Paperback,,,,,,,,,,
The Anthropocene Reviewed (Hardcover),JOHN GREEN,https://www.goodreads.com/book/show/55145261-the-anthropocene-reviewed,4.4,"                58,333",2021,1165.0,293,Nonfiction,THE ANTHROPOCENE REVIEWED,Hardcover,,,,,,,,,,
"Mr. Sin (Sin, #1)",SJ TILLY,https://www.goodreads.com/book/show/57169309-mr-sin,4.08,"                2,036",hed ,1166.0,335,Romance,MR. SIN,"Sin, #1",,,,,,,,,,
"The Takeover (The Miles High Club, #2)",TL SWAN,https://www.goodreads.com/book/show/52276459-the-takeover,4.49,"                42,353",2020,1167.0,477,Romance,THE TAKEOVER,"The Miles High Club, #2",,,,,,,,,,
"Stalked by the Kraken (Monstrous Matches, #1)",LILLIAN LARK,https://www.goodreads.com/book/show/58193892-stalked-by-the-kraken,4.04,"                4,483",2021,1168.0,252,Romance,STALKED BY THE KRAKEN,"Monstrous Matches, #1",,,,,,,,,,
"Throne of Power (Throne Duet, #1)",RINA KENT,https://www.goodreads.com/book/show/55855966-throne-of-power,4.03,"                7,095",2021,1169.0,316,Romance,THRONE OF POWER,"Throne Duet, #1",,,,,,,,,,
The Undocumented Americans (Hardcover),KARLA CORNEJO VILLAVICENCIO,https://www.goodreads.com/book/show/41880092-the-undocumented-americans,4.43,"                16,431",2020,1170.0,208,Nonfiction,THE UNDOCUMENTED AMERICANS,Hardcover,,,,,,,,,,
"Beneath the Stars (Sugarlake, #1)",EMILY MCINTIRE,https://www.goodreads.com/book/show/53286911-beneath-the-stars,3.93,"                7,021",hed ,1171.0,408,Romance,BENEATH THE STARS,"Sugarlake, #1",,,,,,,,,,
When Stars Burn Out (Paperback),CARRIE AARONS,https://www.goodreads.com/book/show/38768733-when-stars-burn-out,3.56,"                2,706",2018,1172.0,218,Romance,WHEN STARS BURN OUT,Paperback,,,,,,,,,,
Lord of Eternal Night (Darkmourn Universe #1),BEN ALDERSON,https://www.goodreads.com/book/show/57996660-lord-of-eternal-night,3.68,"                2,224",2021,1173.0,302,Fantasy,LORD OF ETERNAL NIGHT,Darkmourn Universe #1,,,,,,,,,,
The Taking of Jake Livingston (Hardcover),RYAN DOUGLASS,https://www.goodreads.com/book/show/39085455-the-taking-of-jake-livingston,3.48,"                7,686",2021,1174.0,246,Horror,THE TAKING OF JAKE LIVINGSTON,Hardcover,6.0,0.0,1.0,9781984812537,Putnam,"Jake, a 16-year-old medium, is being haunted by the ghost of a high school shooter.",https://storage.googleapis.com/du-prd/books/images/9781984812537.jpg,https://www.amazon.com/dp/198481253X?tag=NYTBSREV-20,2021-08-01,Young Adult Hardcover
The Virgin Suicides (Paperback),JEFFREY EUGENIDES,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,3.83,"                262,151",1993,1175.0,250,Fiction,THE VIRGIN SUICIDES,Paperback,,,,,,,,,,
"Cruel King (Royal Elite, #0)",RINA KENT,https://www.goodreads.com/book/show/53197295-cruel-king,4.12,"                15,663",2019,1176.0,358,Romance,CRUEL KING,"Royal Elite, #0",,,,,,,,,,
The Dictionary of Lost Words (Paperback),PIP WILLIAMS,https://www.goodreads.com/book/show/49354511-the-dictionary-of-lost-words,4.14,"                49,003",2020,1177.0,384,Historical,THE DICTIONARY OF LOST WORDS,Paperback,,,,,,,,,,
If This Gets Out (Hardcover),SOPHIE GONZALES,https://www.goodreads.com/book/show/54738255-if-this-gets-out,4.04,"                12,465",2021,1178.0,404,Romance,IF THIS GETS OUT,Hardcover,,,,,,,,,,
The Girls (Hardcover),EMMA CLINE,https://www.goodreads.com/book/show/26893819-the-girls,3.49,"                185,803",2016,1179.0,355,Fiction,THE GIRLS,Hardcover,8.0,0.0,1.0,9780812998610,Random House,"In the summer of 1969, a California teenager is drawn to a Manson-like cult.",https://storage.googleapis.com/du-prd/books/images/9780812998610.jpg,http://www.amazon.com/Girls-Novel-Emma-Cline-ebook/dp/B015LYZH20?tag=NYTBSREV-20,2016-07-03,Combined Print & E-Book Fiction
Beasts of Prey (Hardcover),AYANA GRAY,https://www.goodreads.com/book/show/56552953-beasts-of-prey,4.03,"                4,302",2021,1180.0,496,Fantasy,BEASTS OF PREY,Hardcover,4.0,0.0,1.0,9780593405680,Putnam,Koffi and Ekon enter the Greater Jungle to hunt the Shetani.,https://storage.googleapis.com/du-prd/books/images/9780593405680.jpg,https://www.amazon.com/dp/0593405684?tag=NYTBSREV-20,2021-10-17,Young Adult Hardcover
"Conventionally Yours (True Colors, #1)",ANNABETH ALBERT,https://www.goodreads.com/book/show/49811667-conventionally-yours,3.88,"                10,182",2020,1181.0,389,Romance,CONVENTIONALLY YOURS,"True Colors, #1",,,,,,,,,,
How to Fail at Flirting (Paperback),DENISE WILLIAMS,https://www.goodreads.com/book/show/52057698-how-to-fail-at-flirting,3.82,"                22,183",2020,1182.0,343,Romance,HOW TO FAIL AT FLIRTING,Paperback,,,,,,,,,,
"The Dragon Republic (The Poppy War, #2)",RF KUANG,https://www.goodreads.com/book/show/41118857-the-dragon-republic,4.39,"                48,084",2019,1183.0,658,Fantasy,THE DRAGON REPUBLIC,"The Poppy War, #2",,,,,,,,,,
The Ghosts We Keep (Hardcover),MASON DEAVER,https://www.goodreads.com/book/show/49439243-the-ghosts-we-keep,4.09,"                3,136",2021,1184.0,336,LGBT,THE GHOSTS WE KEEP,Hardcover,,,,,,,,,,
Underneath the Sycamore Tree (Kindle Edition),B CELESTE,https://www.goodreads.com/book/show/52017136-underneath-the-sycamore-tree,4.29,"                6,734",2019,1185.0,414,Romance,UNDERNEATH THE SYCAMORE TREE,Kindle Edition,,,,,,,,,,
"Wicked (A Wicked Trilogy, #1)",JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/22895264-wicked,3.99,"                43,530",2014,1186.0,376,Fantasy,WICKED,"A Wicked Trilogy, #1",,,,,,,,,,
How It Feels to Float (Hardcover),HELENA FOX,https://www.goodreads.com/book/show/41454344-how-it-feels-to-float,4.01,"                5,905",2019,1187.0,384,Young Adult,HOW IT FEELS TO FLOAT,Hardcover,,,,,,,,,,
"Les Disparus du Clairdelune (La Passe-Miroir, #2)",CHRISTELLE DABOS,https://www.goodreads.com/book/show/26008840-les-disparus-du-clairdelune,4.5,"                41,999",2015,1188.0,560,Fantasy,LES DISPARUS DU CLAIRDELUNE,"La Passe-Miroir, #2",,,,,,,,,,
I Need You To Hate Me (Kindle Edition),GENICIOUS FOX,https://www.goodreads.com/book/show/57662980-i-need-you-to-hate-me,4.1,"                4,728",2021,1189.0,354,Romance,I NEED YOU TO HATE ME,Kindle Edition,,,,,,,,,,
"Capturing the Devil (Stalking Jack the Ripper, #4)",KERRI MANISCALCO,https://www.goodreads.com/book/show/37539001-capturing-the-devil,4.24,"                25,063",2019,1190.0,453,Historical,CAPTURING THE DEVIL,"Stalking Jack the Ripper, #4",,,,,,,,,,
"Love Her or Lose Her (Hot & Hammered, #2)",TESSA BAILEY,https://www.goodreads.com/book/show/44148563-love-her-or-lose-her,3.67,"                34,535",2020,1191.0,336,Romance,LOVE HER OR LOSE HER,"Hot & Hammered, #2",,,,,,,,,,
"The Wolf of Oren-Yaro (Chronicles of the Bitch Queen, #1)",KS VILLOSO,https://www.goodreads.com/book/show/46207682-the-wolf-of-oren-yaro,3.69,"                2,451",2018,1192.0,496,Fantasy,THE WOLF OF OREN-YARO,"Chronicles of the Bitch Queen, #1",,,,,,,,,,
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (Hardcover)",BESSEL VAN DER KOLK,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,4.48,"                89,222",2014,1193.0,464,Nonfiction,"THE BODY KEEPS THE SCORE: BRAIN, MIND, AND BODY IN THE HEALING OF TRAUMA",Hardcover,,,,,,,,,,
New Moon (Hardcover),STEPHENIE MEYER,https://www.goodreads.com/book/show/49041.New_Moon,3.57,"                1,695,318",2006,1194.0,563,Young Adult,NEW MOON,Hardcover,,,,,,,,,,
"A Conjuring of Light (Shades of Magic, #3)",VE SCHWAB,https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,4.33,"                120,715",2017,1195.0,624,Fantasy,A CONJURING OF LIGHT,"Shades of Magic, #3",,,,,,,,,,
Little Women (Paperback),LOUISA MAY ALCOTT,https://www.goodreads.com/book/show/1934.Little_Women,4.12,"                1,945,175",1868,1196.0,449,Classics,LITTLE WOMEN,Paperback,,,,,,,,,,
The Couple Next Door (Hardcover),SHARI LAPENA,https://www.goodreads.com/book/show/28815474-the-couple-next-door,3.81,"                451,934",2016,1197.0,308,Thriller,THE COUPLE NEXT DOOR,Hardcover,15.0,0.0,1.0,9780525505310,Penguin,A couple’s secrets emerge after their baby disappears.,https://storage.googleapis.com/du-prd/books/images/9780735221086.jpg,http://www.amazon.com/Couple-Next-Door-Novel/dp/0735221081?tag=NYTBSREV-20,2018-05-27,Combined Print & E-Book Fiction
"Aries (The Zodiac Queen, #1)",GEMMA JAMES,https://www.goodreads.com/book/show/49664839-aries,3.71,"                2,350",2019,1198.0,88,Polyamorous,ARIES,"The Zodiac Queen, #1",,,,,,,,,,
Wuthering Heights (Paperback),EMILY BRONTË,https://www.goodreads.com/book/show/6185.Wuthering_Heights,3.88,"                1,565,733",1847,1199.0,464,Classics,WUTHERING HEIGHTS,Paperback,,,,,,,,,,
They Never Learn (Hardcover),LAYNE FARGO,https://www.goodreads.com/book/show/50892240-they-never-learn,4.01,"                16,030",2020,1200.0,378,Thriller,THEY NEVER LEARN,Hardcover,,,,,,,,,,
The Five: The Untold Lives of the Women Killed by Jack the Ripper (Hardcover),HALLIE RUBENHOLD,https://www.goodreads.com/book/show/37570548-the-five,4.11,"                43,202",2019,1201.0,333,Nonfiction,THE FIVE: THE UNTOLD LIVES OF THE WOMEN KILLED BY JACK THE RIPPER,Hardcover,,,,,,,,,,
The Mercies (Hardcover),KIRAN MILLWOOD HARGRAVE,https://www.goodreads.com/book/show/46138193-the-mercies,4.01,"                29,485",2020,1202.0,345,Historical,THE MERCIES,Hardcover,,,,,,,,,,
Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),MIKKI KENDALL,https://www.goodreads.com/book/show/36687229-hood-feminism,4.4,"                35,900",2020,1203.0,288,Nonfiction,HOOD FEMINISM: NOTES FROM THE WOMEN THAT A MOVEMENT FORGOT,Hardcover,,,,,,,,,,
Pet (Hardcover),AKWAEKE EMEZI,https://www.goodreads.com/book/show/43568395-pet,4.18,"                19,382",2019,1204.0,208,Fantasy,PET,Hardcover,,,,,,,,,,
The Lives of Saints (Grishaverse),LEIGH BARDUGO,https://www.goodreads.com/book/show/54205369-the-lives-of-saints,4.0,"                15,451",2020,1205.0,121,Fantasy,THE LIVES OF SAINTS,Grishaverse,3.0,0.0,1.0,9781250765208,Imprint,Tales of the saints from the Grishaverse.,https://storage.googleapis.com/du-prd/books/images/9781250765208.jpg,https://www.amazon.com/dp/125076520X?tag=NYTBSREV-20,2020-10-25,Young Adult Hardcover
Elatsoe (Hardcover),DARCIE LITTLE BADGER,https://www.goodreads.com/book/show/49089632-elatsoe,4.05,"                11,882",2020,1206.0,362,Fantasy,ELATSOE,Hardcover,,,,,,,,,,
"Bringing Down the Duke (A League of Extraordinary Women, #1)",EVIE DUNMORE,https://www.goodreads.com/book/show/43521785-bringing-down-the-duke,3.98,"                58,213",2019,1207.0,368,Romance,BRINGING DOWN THE DUKE,"A League of Extraordinary Women, #1",,,,,,,,,,
The Ones We're Meant to Find (Kindle Edition),JOAN HE,https://www.goodreads.com/book/show/44084665-the-ones-we-re-meant-to-find,3.61,"                7,746",2021,1208.0,384,Science Fiction,THE ONES WE'RE MEANT TO FIND,Kindle Edition,8.0,0.0,1.0,9781250833389,Roaring Brook,Separated sisters endeavor to find each other in a dystopian future.,https://storage.googleapis.com/du-prd/books/images/9781250833389.jpg,https://www.amazon.com/dp/1250258561?tag=NYTBSREV-20,2021-05-23,Young Adult Hardcover
"The First Sister (The First Sister Trilogy, #1)",LINDEN A LEWIS,https://www.goodreads.com/book/show/52378525-the-first-sister,3.89,"                4,776",2020,1209.0,352,Science Fiction,THE FIRST SISTER,"The First Sister Trilogy, #1",,,,,,,,,,
"The Demon King (Seven Realms, #1)",CINDA WILLIAMS CHIMA,https://www.goodreads.com/book/show/6342491-the-demon-king,4.14,"                74,142",2009,1210.0,506,Fantasy,THE DEMON KING,"Seven Realms, #1",,,,,,,,,,
"Flowers in the Attic (Dollanganger, #1)",VC ANDREWS,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,3.83,"                184,937",1979,1211.0,389,Fiction,FLOWERS IN THE ATTIC,"Dollanganger, #1",13.0,0.0,1.0,9781451636949,Pocket Books,Four innocent children are locked away from the world by their selfish mother. Originally published in 1979; now a Lifetime movie.,https://storage.googleapis.com/du-prd/books/images/9781451636949.jpg,http://www.amazon.com/Flowers-In-The-Attic-Dollanganger-ebook/dp/B004CLYL2Q?tag=NYTBSREV-20,2014-02-09,Combined Print & E-Book Fiction
The Devil and the Dark Water (Hardcover),STUART TURTON,https://www.goodreads.com/book/show/51854625-the-devil-and-the-dark-water,3.86,"                33,959",2020,1212.0,463,Mystery,THE DEVIL AND THE DARK WATER,Hardcover,,,,,,,,,,
"House of Bastiion (The Haidren Legacy, #1)",KL KOLARICH,https://www.goodreads.com/book/show/55430147-house-of-bastiion,4.28,                435,hed ,1213.0,486,Fantasy,HOUSE OF BASTIION,"The Haidren Legacy, #1",,,,,,,,,,
City of Girls (Hardcover),ELIZABETH GILBERT,https://www.goodreads.com/book/show/42135029-city-of-girls,4.04,"                236,694",2019,1214.0,470,Historical,CITY OF GIRLS,Hardcover,4.0,0.0,1.0,9781594634734,Riverhead,An 89-year-old Vivian Morris looks back at the direction her life took when she entered the 1940s New York theater scene.,https://storage.googleapis.com/du-prd/books/images/9781594634734.jpg,https://www.amazon.com/City-Girls-Novel-Elizabeth-Gilbert/dp/1594634734?tag=NYTBSREV-20,2019-06-23,Combined Print & E-Book Fiction
"Storm and Silence (Storm and Silence, #1)",ROBERT THIER,https://www.goodreads.com/book/show/24035804-storm-and-silence,4.5,"                24,918",2016,1215.0,765,Romance,STORM AND SILENCE,"Storm and Silence, #1",,,,,,,,,,
"My Darling Arrow (St. Mary’s Rebels, #1)",SAFFRON A KENT,https://www.goodreads.com/book/show/52194105-my-darling-arrow,3.92,"                7,978",2020,1216.0,504,Romance,MY DARLING ARROW,"St. Mary’s Rebels, #1",,,,,,,,,,
"Theft of Swords (The Riyria Revelations, #1-2)",MICHAEL J SULLIVAN,https://www.goodreads.com/book/show/10790290-theft-of-swords,4.21,"                61,921",2011,1217.0,691,Fantasy,THEFT OF SWORDS,"The Riyria Revelations, #1-2",,,,,,,,,,
The Sun and Her Flowers (Paperback),RUPI KAUR,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers,4.12,"                247,574",2017,1218.0,256,Poetry,THE SUN AND HER FLOWERS,Paperback,2.0,0.0,1.0,9781449486792,Andrews McMeel,"A new collection of poetry from the author of ""Milk and Honey.""",https://storage.googleapis.com/du-prd/books/images/9781449486792.jpg,https://www.amazon.com/Sun-Her-Flowers-Rupi-Kaur/dp/1449486797?tag=NYTBSREV-20,2017-10-22,Combined Print & E-Book Fiction
Horrid (Hardcover),KATRINA LENO,https://www.goodreads.com/book/show/50358142-horrid,3.6,"                10,295",2020,1219.0,327,Horror,HORRID,Hardcover,,,,,,,,,,
"The Near Witch (The Near Witch, #1)",VICTORIA SCHWAB,https://www.goodreads.com/book/show/6931344-the-near-witch,3.67,"                26,757",2011,1220.0,284,Fantasy,THE NEAR WITCH,"The Near Witch, #1",,,,,,,,,,
"A Study in Charlotte (Charlotte Holmes, #1)",BRITTANY CAVALLARO,https://www.goodreads.com/book/show/23272028-a-study-in-charlotte,3.77,"                53,525",2016,1221.0,321,Mystery,A STUDY IN CHARLOTTE,"Charlotte Holmes, #1",,,,,,,,,,
